count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_4_or_more_rigid_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
47269,2005,6,London,145,Camden,A5202,major,"Camden Rd","Royal College St",529390,184000,51.54007906,-0.13567025,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",547,757,7914,77,2095,486,70,5,166,5,24,756,11599
47727,2005,6,London,145,Camden,A4201,major,"Delancey St",A400/A502/A503,528800,183800,51.53841654,-0.14424598,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1391,1514,12674,292,2986,447,33,8,14,1,0,503,17969
47784,2005,6,London,145,Camden,A5200,major,A503,"A5200 Camden Park Rd",530000,184700,51.54622964,-0.12662113,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",201,386,10345,244,2397,239,31,1,48,7,8,334,13706
47785,2005,6,London,145,Camden,A5200,major,A40,"Theobalds RD",531070,181800,51.51992144,-0.11227774,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",2014,1204,10304,807,2192,384,40,5,17,0,2,448,14955
48159,2005,6,London,145,Camden,A400,major,A501,"New Oxford St",530000,181561,51.51802068,-0.12777887,1.20,0.75,Counted,"Manual count",3938,3074,13420,1084,3242,516,39,1,21,1,0,578,21398
48352,2005,6,London,145,Camden,A400,major,A4200,A503,529350,183600,51.53649356,-0.13639354,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3048,1495,10568,181,2383,401,33,10,33,3,3,483,15110
48537,2005,6,London,145,Camden,A41,major,"LA Boundary","Adelaide Rd roundabout",526639,184005,51.54074733,-0.17531429,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",564,1894,22825,1139,2978,867,60,31,76,16,22,1072,29908
56124,2005,6,London,145,Camden,A5,major,A4003,"LA Boundary",525120,184020,51.54122058,-0.19720054,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",569,698,16495,1255,3508,782,57,31,32,36,51,989,22945
56751,2005,6,London,145,Camden,A400,major,"Harrington Sq","Camden High St",529160,183270,51.53357142,-0.13925240,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",637,750,9995,803,2180,467,37,6,22,8,18,558,14286
56815,2005,6,London,145,Camden,A501,major,A4200,A5202,530000,182765,51.52884057,-0.12733503,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",2994,3057,34633,2236,6753,1392,144,64,189,57,63,1909,48588
56990,2005,6,London,145,Camden,A4200,major,A501,A400,529470,183000,51.53107409,-0.13488475,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",801,787,8195,594,2207,253,15,4,6,1,1,280,12063
57080,2005,6,London,145,Camden,A400,major,A502,"Royal College St",528960,184400,51.54377204,-0.14172064,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1945,1519,8720,1307,2205,476,32,5,16,4,1,534,14285
57538,2005,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530289,181427,51.51674995,-0.12366557,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1264,2052,16382,181,2460,341,35,5,19,0,1,401,21476
57690,2005,6,London,145,Camden,A401,major,A40/A4200,"Procter St",530500,181700,51.51915464,-0.12052540,0.10,0.06,Counted,"Manual count",3033,3868,14528,1392,4103,363,44,1,8,1,0,417,24308
57828,2005,6,London,145,Camden,A401,major,A400,"High Holborn",530000,181140,51.51423731,-0.12793400,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1263,1466,11769,90,2763,387,41,11,15,4,6,464,16552
58157,2005,6,London,145,Camden,A503,major,"Camden High St","Camden Rd",529040,183800,51.53836177,-0.14078742,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",576,869,11501,1519,2413,276,47,10,10,6,4,353,16655
58196,2005,6,London,145,Camden,A5205,major,"LA Boundary",Parkway,528470,183640,51.53705379,-0.14905987,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",390,407,14883,171,2046,357,30,9,17,6,5,424,17931
58317,2005,6,London,145,Camden,A5200,major,"Camden Rd","LA Boundary",529630,185000,51.54901066,-0.13184354,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",220,419,7329,236,1803,349,24,6,3,2,4,388,10175
75094,2005,6,London,145,Camden,A400,major,"Andrew Borde St","Oxford St",529830,181340,51.51607369,-0.13030891,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2172,1136,5162,2043,1334,242,32,4,2,1,0,281,9956
75095,2005,6,London,145,Camden,A401,major,"High Holborn","Bloomsbury Way",530110,181400,51.51654853,-0.12625380,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",977,929,4914,95,1080,208,14,5,4,0,0,231,7249
75096,2005,6,London,145,Camden,A401,major,"Shaftesbury Avenue","New Oxford St",530080,181400,51.51655543,-0.12668591,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1334,925,12494,82,1779,178,37,4,4,1,0,224,15504
75097,2005,6,London,145,Camden,A40,major,"Bloomsbury St","Shaftesbury Ave",530100,181450,51.51700016,-0.12637939,0.10,0.06,Estimated,"Estimated from nearby links",1393,1520,14849,1197,1981,1001,23,6,9,0,0,1039,20586
75098,2005,6,London,145,Camden,A40,major,"High Holborn","Bloomsbury Way",530420,181550,51.51782510,-0.12173322,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",186,342,2474,10,519,59,7,3,0,0,1,70,3415
75099,2005,6,London,145,Camden,A40,major,"Southampton Place",Kingsway,530480,181520,51.51754166,-0.12088007,0.10,0.06,Estimated,"Estimated from nearby links",1450,2394,18856,191,2979,400,42,8,19,0,2,471,24891
75100,2005,6,London,145,Camden,A40,major,"Southampton Place","Southampton Row",530420,181650,51.51872377,-0.12169624,0.10,0.06,Estimated,"Estimated from nearby links",1579,1862,17323,1207,2500,1060,30,9,9,0,1,1109,24001
75101,2005,6,London,145,Camden,A40,major,"High Holborn","Theobalds Rd",530590,181600,51.51823520,-0.11926602,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2148,1917,16293,1446,1807,358,40,3,13,1,1,416,21879
75102,2005,6,London,145,Camden,A40,major,Kingsway,"Procter St",530550,181530,51.51761537,-0.11986810,0.10,0.06,Estimated,"Estimated from nearby links",4473,2764,20059,1409,2800,445,54,1,11,1,1,513,27545
75103,2005,6,London,145,Camden,A5202,major,"St Pancras Way","Kentish Town Rd",529000,184500,51.54466157,-0.14110752,0.10,0.06,Estimated,"Estimated from nearby links",1172,692,10233,431,2925,368,51,5,26,2,1,453,14734
75136,2005,6,London,145,Camden,A5,major,"LA Boundary","B414 Kilburn Park Road",525610,183400,51.53553996,-0.19035970,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",569,698,16495,1255,3508,782,57,31,32,36,51,989,22945
76054,2005,6,London,145,Camden,A501,major,"Tottenham Court Road","Gower Street",529360,182384,51.52556350,-0.13669569,0.20,0.12,Counted,"Manual count",1622,4215,53475,1800,8502,1844,220,159,177,139,124,2663,70655
80722,2005,6,London,145,Camden,A5202,major,A501,"Royal College St",530150,183130,51.53208616,-0.12503914,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",305,76,5001,615,349,120,34,5,62,8,4,233,6274
930344,2005,6,London,145,Camden,U,minor,,,530600,182080,51.52254645,-0.11894425,,,Estimated,"Estimated using previous year's AADF on this link",695,241,2091,4,414,96,10,0,1,0,0,107,2857
930345,2005,6,London,145,Camden,C,minor,,,528350,186190,51.55999715,-0.14985967,,,Estimated,"Estimated using previous year's AADF on this link",272,516,11641,631,1109,145,24,11,4,7,6,197,14094
930346,2005,6,London,145,Camden,U,minor,,,524690,185100,51.55102157,-0.20301537,,,Counted,"Manual count",305,252,7709,97,998,255,19,0,8,0,0,282,9338
948023,2005,6,London,145,Camden,U,minor,,,529500,183000,51.53106722,-0.13445250,,,Counted,"Manual count",103,29,664,60,305,16,2,0,1,0,0,19,1077
953170,2005,6,London,145,Camden,U,minor,,,524940,184500,51.54557415,-0.19962446,,,Counted,"Manual count",39,27,1965,24,224,14,0,1,0,0,2,17,2257
990139,2005,6,London,145,Camden,B511,minor,,,526610,184830,51.54816797,-0.17543568,,,Counted,"Manual count",244,508,13863,420,1779,257,14,0,3,3,6,283,16853
6425,2004,6,London,145,Camden,A40,major,"Procter St","Gray's Inn Rd",531000,181610,51.51823022,-0.11335663,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",1011,1456,23037,1195,3436,333,44,8,11,2,0,398,29522
7043,2004,6,London,145,Camden,A400,major,A502,"Delancey St",528950,183780,51.53820259,-0.14209170,0.20,0.12,Counted,"Manual count",1864,1794,14806,2136,3791,401,53,15,30,19,8,526,23053
7044,2004,6,London,145,Camden,A400,major,A501,"Harrington Sq",529200,183000,51.53113588,-0.13877500,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",696,1639,26791,1207,5437,656,92,35,55,16,16,870,35944
7214,2004,6,London,145,Camden,A503,major,A400,A5202,529150,184100,51.54103264,-0.13909228,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2251,1963,20314,1895,3306,787,66,28,24,6,6,917,28395
7237,2004,6,London,145,Camden,A5202,major,B512,A503,529300,184000,51.54009966,-0.13696726,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",367,315,9006,157,2414,242,25,16,14,3,4,304,12196
7671,2004,6,London,145,Camden,A4200,major,A40,A501,529970,182300,51.52466869,-0.12793867,1.30,0.81,Counted,"Manual count",374,682,12320,1232,2017,374,25,20,20,6,20,465,16716
7717,2004,6,London,145,Camden,A5201,major,"Gray's Inn Rd","LA Boundary",531300,182040,51.52202484,-0.10887534,0.40,0.25,Counted,"Manual count",1124,1870,16264,490,2978,350,30,1,21,4,4,410,22012
8381,2004,6,London,145,Camden,A5200,major,"Acton St","Swinton St",530560,182730,51.52839696,-0.11927979,0.10,0.06,Estimated,"Estimated from nearby links",1595,928,9927,657,1770,148,21,5,17,1,8,200,13482
8438,2004,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Road",530620,182725,51.52833817,-0.11841721,0.30,0.19,Counted,"Manual count",152,516,5258,178,876,182,31,53,12,19,17,314,7142
8469,2004,6,London,145,Camden,A400,major,A40,A5204,529700,181590,51.51835019,-0.13208946,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",749,1622,16564,1089,2787,435,37,14,10,2,2,500,22562
16401,2004,6,London,145,Camden,A40,major,A400,"Bloomsbury St",530000,181430,51.51684343,-0.12782715,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",3273,721,7273,3615,833,157,12,5,1,1,0,176,12618
16434,2004,6,London,145,Camden,A41,major,"Adelaide Rd roundabout",A598,526150,185000,51.54979866,-0.18200525,2.50,1.55,Counted,"Manual count",252,1190,48267,1373,3791,1046,140,82,79,47,45,1439,56060
17007,2004,6,London,145,Camden,A400,major,"Royal College St","LA Boundary",529000,185000,51.54915490,-0.14092437,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",638,521,16961,846,3116,544,44,24,24,20,9,665,22109
17008,2004,6,London,145,Camden,A400,major,"Hampstead Rd",A4200,529200,183160,51.53257375,-0.13871635,0.20,0.12,Counted,"Manual count",756,1348,15838,1008,2737,393,43,8,33,10,9,496,21427
17169,2004,6,London,145,Camden,A501,major,A400,A4200,529600,182500,51.52655097,-0.13319548,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",3258,7058,33555,2010,7216,2736,245,55,185,34,89,3344,53183
17170,2004,6,London,145,Camden,A502,major,A400/A503,"Castlehaven Road",528830,184000,51.54020703,-0.14374053,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",661,1259,7899,558,2461,216,29,8,70,3,3,329,12506
17196,2004,6,London,145,Camden,A5202,major,"Royal College St","Camden Rd",529120,184380,51.54355576,-0.13942199,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",513,331,5527,125,1439,217,33,6,11,3,0,270,7692
17637,2004,6,London,145,Camden,A4200,major,"LA Boundary",A40,530600,181300,51.51553691,-0.11923304,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1651,2278,23437,2673,3741,722,54,19,14,5,4,818,32947
17688,2004,6,London,145,Camden,A5200,major,"Clerkenwell Rd","Acton St",530720,182400,51.52539441,-0.11709697,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",1595,928,9927,657,1770,148,21,5,17,1,8,200,13482
18077,2004,6,London,145,Camden,A501,major,A5202,"Gray's Inn Rd",530276,182939,51.53034069,-0.12329425,0.10,0.06,Estimated,"Estimated from nearby links",2319,3067,35340,2304,6719,1354,144,77,175,69,64,1883,49313
18170,2004,6,London,145,Camden,A40,major,"Charing Cross Road","Shaftesbury Ave",529917,181308,51.51576614,-0.12906759,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1174,2097,5708,60,2088,121,16,4,8,2,1,152,10105
18611,2004,6,London,145,Camden,A503,major,"Camden Park Rd",A5200,529780,184952,51.54854485,-0.12969914,0.10,0.06,Counted,"Manual count",866,1397,25298,920,3386,691,165,33,60,29,22,1000,32001
27075,2004,6,London,145,Camden,A400,major,A502/A503,A502,528930,184000,51.54018422,-0.14229941,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",509,398,5560,575,964,186,24,10,16,3,1,240,7737
27241,2004,6,London,145,Camden,A503,major,A5202,"St Pancras Way",529230,184250,51.54236234,-0.13788433,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1807,2756,24235,812,5335,904,108,32,79,10,16,1149,34287
27264,2004,6,London,145,Camden,A5202,major,A503,"St Pancras Way",529110,184330,51.54310871,-0.13958444,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",370,347,6378,359,1259,248,12,4,11,4,3,282,8625
27733,2004,6,London,145,Camden,A4201,major,A501,"Prince Albert Road",528760,183000,51.53123630,-0.14511470,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",613,1271,12090,449,2158,394,17,3,11,3,6,434,16402
27785,2004,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530300,181560,51.51794264,-0.12345801,0.30,0.19,Counted,"Manual count",1079,1525,15152,1233,1971,974,23,8,8,0,0,1013,20894
28216,2004,6,London,145,Camden,A502,major,"Chalk Farm Road",A400,528800,184300,51.54290988,-0.14406319,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",766,1205,11231,1043,2787,587,60,25,34,6,7,719,16985
28313,2004,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Rd",530680,182810,51.52908815,-0.11752126,0.30,0.19,Counted,"Manual count",135,1037,9475,74,2353,606,60,20,78,29,26,819,13758
28379,2004,6,London,145,Camden,A503,major,Parkway,"Camden High St",528950,183630,51.53685459,-0.14214659,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",620,809,10623,383,1597,314,19,9,19,3,0,364,13776
28498,2004,6,London,145,Camden,A503,major,"Kentish Town Rd","Bayham St",528950,183920,51.53946072,-0.14204046,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1305,944,8440,714,2062,273,29,10,36,6,4,358,12518
28758,2004,6,London,145,Camden,A5200,major,"LA Boundary","Camden Rd",529850,184770,51.54689320,-0.12875728,0.40,0.25,Counted,"Manual count",468,593,9189,180,1954,358,49,11,55,5,6,484,12400
37100,2004,6,London,145,Camden,A400,major,"Delancey St","Hampstead Rd",529140,183500,51.53564293,-0.13945630,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1389,2485,16864,1259,4846,808,76,23,14,15,9,945,26399
37101,2004,6,London,145,Camden,A400,major,A5204,A501,529430,182000,51.52209659,-0.13582817,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",1193,2389,22895,1064,4579,720,84,9,25,4,1,843,31770
37264,2004,6,London,145,Camden,A502,major,"Castlehaven Rd","LA boundary",527450,185000,51.54950680,-0.16326642,4.30,2.67,Counted,"Manual count",336,736,12578,361,1551,352,39,3,9,0,0,403,15629
37268,2004,6,London,145,Camden,A503,major,"Bayham St",A400,529000,183970,51.53989864,-0.14130160,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1161,1488,20435,1753,4180,684,62,28,57,12,5,848,28704
37773,2004,6,London,145,Camden,A4200,major,A40,A40,530500,181600,51.51825598,-0.12056240,0.20,0.12,Counted,"Manual count",2476,3228,21232,1959,4194,626,44,8,17,5,5,705,31318
37824,2004,6,London,145,Camden,A5200,major,"A5200 Leighton Rd",A400,529500,185450,51.55308445,-0.13355184,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",647,710,12204,276,2266,343,30,3,28,5,5,414,15870
37825,2004,6,London,145,Camden,A5200,major,"Swinton St","Euston Rd",530470,182900,51.52994546,-0.12051354,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",321,1050,19116,534,3656,773,121,128,159,103,54,1338,25694
37827,2004,6,London,145,Camden,A401,major,"Procter St","Gray's Inn Rd",530700,181850,51.52045642,-0.11758894,0.50,0.31,Counted,"Manual count",4259,4386,17658,1260,3647,622,32,10,26,2,0,692,27643
38368,2004,6,London,145,Camden,A4200,major,A400,"Hampstead Rd",529249,183314,51.53394649,-0.13795385,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",461,604,6316,577,1517,249,14,8,7,2,1,281,9295
38555,2004,6,London,145,Camden,A4201,major,"Prince Albert Rd","Delancey St",528650,183580,51.53647364,-0.14648792,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1763,1330,16894,588,2538,464,37,19,50,5,2,577,21927
38592,2004,6,London,145,Camden,A401,major,"Clerkenwell Rd","LA Boundary",531100,182130,51.52288004,-0.11172294,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1716,951,4370,1100,1622,290,33,4,9,1,0,337,8380
38595,2004,6,London,145,Camden,A5204,major,"LA Boundary",A400,529496,181746,51.51979887,-0.13497067,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1052,1449,4807,8,1538,244,12,2,4,0,0,262,8064
47081,2004,6,London,145,Camden,A400,major,A503,A502,529060,184100,51.54105320,-0.14038931,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",615,1217,14642,1613,2710,575,42,9,35,4,7,672,20854
47245,2004,6,London,145,Camden,A501,major,A4201,A400,529004,182226,51.52422496,-0.14188225,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1038,3827,50889,1605,8913,2466,288,73,232,88,87,3234,68468
47249,2004,6,London,145,Camden,A503,major,"St Pancras Way","Camden Park Rd",529500,184600,51.54544583,-0.13386445,0.70,0.43,Counted,"Manual count",1224,1762,24151,716,4026,1000,90,20,57,14,15,1196,31851
47269,2004,6,London,145,Camden,A5202,major,"Camden Rd","Royal College St",529390,184000,51.54007906,-0.13567025,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",424,759,8076,79,2085,473,70,6,153,6,24,732,11731
47727,2004,6,London,145,Camden,A4201,major,"Delancey St",A400/A502/A503,528800,183800,51.53841654,-0.14424598,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1077,1519,12933,301,2971,434,33,9,12,1,0,489,18213
47784,2004,6,London,145,Camden,A5200,major,A503,"A5200 Camden Park Rd",530000,184700,51.54622964,-0.12662113,0.40,0.25,Counted,"Manual count",156,388,10556,251,2385,232,31,1,44,9,8,325,13905
47785,2004,6,London,145,Camden,A5200,major,A40,"Theobalds RD",531070,181800,51.51992144,-0.11227774,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1560,1207,10514,831,2180,373,40,7,16,0,2,438,15170
48159,2004,6,London,145,Camden,A400,major,A501,"New Oxford St",530000,181561,51.51802068,-0.12777887,1.20,0.75,Counted,"Manual count",566,906,15091,874,1658,223,24,6,9,1,0,263,18792
48352,2004,6,London,145,Camden,A400,major,A4200,A503,529350,183600,51.53649356,-0.13639354,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",2361,1499,10784,186,2371,390,33,12,30,4,3,472,15312
48537,2004,6,London,145,Camden,A41,major,"LA Boundary","Adelaide Rd roundabout",526639,184005,51.54074733,-0.17531429,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",500,1999,22757,1147,2668,785,56,42,66,21,24,994,29565
56124,2004,6,London,145,Camden,A5,major,A4003,"LA Boundary",525120,184020,51.54122058,-0.19720054,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",441,700,16832,1292,3490,761,57,39,31,44,52,984,23298
56751,2004,6,London,145,Camden,A400,major,"Harrington Sq","Camden High St",529160,183270,51.53357142,-0.13925240,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",493,752,10199,827,2169,454,37,7,20,9,18,545,14492
56815,2004,6,London,145,Camden,A501,major,A4200,A5202,530000,182765,51.52884057,-0.12733503,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",2319,3067,35340,2304,6719,1354,144,77,175,69,64,1883,49313
56990,2004,6,London,145,Camden,A4200,major,A501,A400,529470,183000,51.53107409,-0.13488475,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",621,790,8363,612,2196,246,15,4,4,1,1,271,12232
57080,2004,6,London,145,Camden,A400,major,A502,"Royal College St",528960,184400,51.54377204,-0.14172064,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1506,1523,8898,1346,2194,462,32,5,14,4,1,518,14479
57538,2004,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530289,181427,51.51674995,-0.12366557,0.40,0.25,Counted,"Manual count",979,2059,16717,187,2448,332,35,5,17,0,1,390,21801
57690,2004,6,London,145,Camden,A401,major,A40/A4200,"Procter St",530500,181700,51.51915464,-0.12052540,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1326,2087,15803,1616,2760,516,41,6,16,0,0,579,22845
57828,2004,6,London,145,Camden,A401,major,A400,"High Holborn",530000,181140,51.51423731,-0.12793400,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",978,1470,12009,93,2749,376,41,13,13,5,6,454,16775
58157,2004,6,London,145,Camden,A503,major,"Camden High St","Camden Rd",529040,183800,51.53836177,-0.14078742,0.30,0.19,Counted,"Manual count",446,871,11736,1565,2401,269,47,12,9,7,4,348,16921
58196,2004,6,London,145,Camden,A5205,major,"LA Boundary",Parkway,528470,183640,51.53705379,-0.14905987,0.50,0.31,Counted,"Manual count",302,408,15186,176,2036,346,30,11,16,7,6,416,18222
58317,2004,6,London,145,Camden,A5200,major,"Camden Rd","LA Boundary",529630,185000,51.54901066,-0.13184354,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",171,421,7478,243,1794,340,24,7,2,2,4,379,10315
75094,2004,6,London,145,Camden,A400,major,"Andrew Borde St","Oxford St",529830,181340,51.51607369,-0.13030891,0.10,0.06,Counted,"Dependent on a neighbouring counted link",1927,1199,5146,2058,1196,219,30,5,2,2,0,258,9857
75095,2004,6,London,145,Camden,A401,major,"High Holborn","Bloomsbury Way",530110,181400,51.51654853,-0.12625380,0.20,0.12,Counted,"Manual count",756,931,5014,98,1074,202,14,6,4,0,0,226,7343
75096,2004,6,London,145,Camden,A401,major,"Shaftesbury Avenue","New Oxford St",530080,181400,51.51655543,-0.12668591,0.20,0.12,Counted,"Manual count",1033,928,12749,85,1770,173,37,5,3,1,0,219,15751
75097,2004,6,London,145,Camden,A40,major,"Bloomsbury St","Shaftesbury Ave",530100,181450,51.51700016,-0.12637939,0.10,0.06,Estimated,"Estimated from nearby links",1079,1525,15152,1233,1971,974,23,8,8,0,0,1013,20894
75098,2004,6,London,145,Camden,A40,major,"High Holborn","Bloomsbury Way",530420,181550,51.51782510,-0.12173322,0.10,0.06,Counted,"Manual count",144,343,2524,11,516,57,7,4,0,0,1,69,3463
75099,2004,6,London,145,Camden,A40,major,"Southampton Place",Kingsway,530480,181520,51.51754166,-0.12088007,0.10,0.06,Estimated,"Estimated from nearby links",1123,2402,19241,198,2964,389,42,9,17,0,2,459,25264
75100,2004,6,London,145,Camden,A40,major,"Southampton Place","Southampton Row",530420,181650,51.51872377,-0.12169624,0.10,0.06,Estimated,"Estimated from nearby links",1223,1868,17676,1244,2487,1031,30,12,8,0,1,1082,24357
75101,2004,6,London,145,Camden,A40,major,"High Holborn","Theobalds Rd",530590,181600,51.51823520,-0.11926602,0.20,0.12,Counted,"Manual count",1664,1923,16626,1489,1798,348,40,3,12,1,1,405,22241
75102,2004,6,London,145,Camden,A40,major,Kingsway,"Procter St",530550,181530,51.51761537,-0.11986810,0.10,0.06,Estimated,"Estimated from nearby links",1109,1501,22072,1264,2584,379,40,7,10,1,1,438,27859
75103,2004,6,London,145,Camden,A5202,major,"St Pancras Way","Kentish Town Rd",529000,184500,51.54466157,-0.14110752,0.10,0.06,Estimated,"Estimated from nearby links",883,678,11905,484,2698,465,45,10,22,7,3,552,16317
75136,2004,6,London,145,Camden,A5,major,"LA Boundary","B414 Kilburn Park Road",525610,183400,51.53553996,-0.19035970,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",441,700,16832,1292,3490,761,57,39,31,44,52,984,23298
76054,2004,6,London,145,Camden,A501,major,"Tottenham Court Road","Gower Street",529360,182384,51.52556350,-0.13669569,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1902,4541,51559,1983,8861,1364,191,62,201,55,136,2009,68953
80722,2004,6,London,145,Camden,A5202,major,A501,"Royal College St",530150,183130,51.53208616,-0.12503914,1.40,0.87,Counted,"Manual count",237,76,5103,635,348,117,34,6,58,10,4,229,6391
930344,2004,6,London,145,Camden,U,minor,,,530600,182080,51.52254645,-0.11894425,,,Counted,"Manual count",717,251,2042,5,418,97,11,0,1,0,0,109,2825
930345,2004,6,London,145,Camden,C,minor,,,528350,186190,51.55999715,-0.14985967,,,Counted,"Manual count",281,537,11368,705,1122,145,24,11,4,7,5,196,13928
930346,2004,6,London,145,Camden,U,minor,,,524690,185100,51.55102157,-0.20301537,,,Counted,"Manual count",404,478,8408,157,1520,328,27,1,36,1,0,393,10956
948023,2004,6,London,145,Camden,U,minor,,,529500,183000,51.53106722,-0.13445250,,,Counted,"Manual count",62,36,765,25,168,24,0,1,0,0,0,25,1019
953170,2004,6,London,145,Camden,U,minor,,,524940,184500,51.54557415,-0.19962446,,,Counted,"Manual count",27,33,1893,30,221,12,0,3,0,0,0,15,2192
990139,2004,6,London,145,Camden,B511,minor,,,526610,184830,51.54816797,-0.17543568,,,Counted,"Manual count",142,485,14425,277,1258,196,10,2,2,0,0,210,16655
6425,2003,6,London,145,Camden,A40,major,"Procter St","Gray's Inn Rd",531000,181610,51.51823022,-0.11335663,0.50,0.31,Counted,"Manual count",954,1386,25626,1098,3285,294,37,8,9,2,0,350,31745
7043,2003,6,London,145,Camden,A400,major,A502,"Delancey St",528950,183780,51.53820259,-0.14209170,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1082,1597,16299,2038,3017,650,52,23,16,11,38,790,23741
7044,2003,6,London,145,Camden,A400,major,A501,"Harrington Sq",529200,183000,51.53113588,-0.13877500,0.90,0.56,Counted,"Manual count",657,1559,29801,1110,5198,579,76,36,44,17,14,766,38434
7214,2003,6,London,145,Camden,A503,major,A400,A5202,529150,184100,51.54103264,-0.13909228,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2126,1868,22597,1743,3161,695,55,28,20,6,5,809,30178
7237,2003,6,London,145,Camden,A5202,major,B512,A503,529300,184000,51.54009966,-0.13696726,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",347,300,10017,144,2308,214,21,16,12,3,4,270,13039
